POS	DRIVER	CAR	MANUFACTURER	LAPS	START	LED	PTS	BONUS	PENALTY
1	Ross Chastain	1	Chevrolet	267	20	52	40	0	0
2	William Byron	24	Chevrolet	267	6	24	52	17	0
3	Martin Truex Jr.	19	Toyota	267	19	5	40	6	0
4	Ryan Blaney	12	Ford	267	7	3	49	16	0
5	Ty Gibbs	54	Toyota	267	2	5	46	14	0
6	Alex Bowman	48	Chevrolet	267	12	6	43	12	0
7	Christopher Bell	20	Toyota	267	1	122	36	6	0
8	Denny Hamlin	11	Toyota	267	8	1	36	7	0
9	Chase Elliott	9	Chevrolet	267	38	0	30	2	0
10	Zane Smith	71	Chevrolet	267	15	3	27	0	0
11	Chris Buescher	17	Ford	267	25	0	26	0	0
12	Austin Dillon	3	Chevrolet	267	22	0	25	0	0
13	Daniel Suarez	99	Chevrolet	267	10	0	24	0	0
14	Joey Logano	22	Ford	267	5	3	32	9	0
15	Corey LaJoie	51	Ford	267	27	0	22	0	0
16	Ryan Preece	41	Ford	267	37	0	21	0	0
17	Bubba Wallace	23	Toyota	267	13	0	20	0	0
18	Noah Gragson	10	Ford	267	24	0	19	0	0
19	Kyle Busch	8	Chevrolet	267	3	26	22	4	0
20	Daniel Hemric	10	Chevrolet	267	30	0	17	0	0
21	Ty Dillon	16	Chevrolet	267	32	0	0	0	0
22	Brad Keselowski	6	Ford	267	26	4	21	6	0
23	Harrison Burton	21	Ford	267	28	0	14	0	0
24	Chase Briscoe	14	Ford	267	9	0	14	1	0
25	Tyler Reddick	45	Toyota	267	4	7	12	0	0
26	Kyle Larson	5	Chevrolet	267	11	0	11	0	0
27	Todd Gilliland	38	Ford	267	33	0	10	0	0
28	Ricky Stenhouse Jr.	47	Chevrolet	267	18	0	9	0	0
29	Michael McDowell	34	Ford	267	21	0	8	0	0
30	John Hunter Nemechek	42	Toyota	267	31	0	7	0	0
31	Kaz Grala	15	Ford	267	34	0	6	0	0
32	Carson Hocevar	77	Chevrolet	267	14	5	11	6	0
33	Justin Haley	7	Chevrolet	266	23	0	4	0	0
34	Austin Cindric	2	Ford	263	17	0	7	4	0
35	Erik Jones	43	Toyota	263	16	0	2	0	0
36	Jimmie Johnson	84	Toyota	257	35	0	1	0	0
37	J.J. Yeley	44	Chevrolet	118	36	1	0	0	0
38	Josh Berry	4	Ford	0	29	0	1	0	0
